t,dose,q_e,q_c,q_p
0.0,1.0,0.0,0.0,0.0
0.001000100010001,1.0,0.000999850001667459,2.498417418483277e-07,8.32854331657265e-11
0.002000200020002,1.0,0.001999200153322334,9.98534901499954e-07,6.657273371034428e-10
0.003000300030003,1.0,0.002998050704852199,2.244833775774203e-06,2.2448602667822168e-09
0.004000400040004,1.0,0.0039964019060191504,3.987495843942275e-06,5.316434079173415e-09
0.005000500050005001,1.0,0.004994254006460677,6.225281654296503e-06,1.037448253449882e-08
0.006000600060006,1.0,0.005991607255689667,8.956954823418753e-06,1.791132373871236e-08
0.0070007000700070005,1.0,0.00698846190309441,1.2181282036180415e-05,2.8417560143500112e-08
0.008000800080008,1.0,0.007984818197938595,1.5897033045742402e-05,4.2382078546280274e-08
0.009000900090009001,1.0,0.008980676389361307,2.0102980673555168e-05,6.029205009020324e-08
0.010001000100010001,1.0,0.009976036726377032,2.479790080935867e-05,8.263293026415149e-08
0.011001100110011002,1.0,0.010970899457875658,2.998057241118241e-05,1.0988845890273966e-07
0.012001200120012,1.0,0.011965264832698141,3.5649767144865865e-05,1.4254693245335898e-07
0.013001300130013,1.0,0.01295913309957769,4.180425736916984e-05,1.8109637060080123e-07
0.014001400140014001,1.0,0.013952504507004323,4.844283471718985e-05,2.2601326654512482e-07
0.015001500150015001,1.0,0.014945379303344882,5.5564293718352224e-05,2.7777250166939357e-07
0.016001600160016,1.0,0.015937757736843985,6.316743166717549e-05,3.368474249894378e-07
0.017001700170017002,1.0,0.01692964005562401,7.125104862327038e-05,4.0370985315385475e-07
0.018001800180018002,1.0,0.01792102650768513,7.981394741133985e-05,4.788300704440081e-07
0.019001900190019003,1.0,0.018911917340905277,8.885493362117905e-05,5.626768287740285e-07
0.020002000200020003,1.0,0.01990231280304016,9.837281560767532e-05,6.557173476908133e-07
0.021002100210021003,1.0,0.020892213141723272,0.00010836640449080825,7.584173143740264e-07
0.022002200220022004,1.0,0.02188161860446587,0.00011883451415564957,8.712408836360982e-07
0.023002300230023004,1.0,0.022870529438656993,0.00012977596125236327,9.946506779222265e-07
0.024002400240024,1.0,0.02385894589156345,0.0001411895651962055,1.1291077873103746e-06
0.025002500250025,1.0,0.024846868210329835,0.00015307414816752472,1.2750717695112747e-06
0.026002600260026,1.0,0.025834296641978494,0.00016542853511176145,1.4330006498684224e-06
0.027002700270027002,1.0,0.026821231433409573,0.0001782515537394485,1.603350921358083e-06
0.028002800280028002,1.0,0.027807672831400978,0.00019154203452621097,1.7865775445892885e-06
0.029002900290029002,1.0,0.028793621082608394,0.00020529881071276593,1.983133947803834e-06
0.030003000300030003,1.0,0.029779076433565286,0.00021952071830492288,2.1934720268762863e-06
0.031003100310031003,1.0,0.030764039130682874,0.00023420659607358333,2.418042145313974e-06
0.032003200320032,1.0,0.031748509420250176,0.00024935528555474124,2.6572931342569964e-06
0.033003300330033,1.0,0.03273248754843397,0.00026496563104948256,2.911672292478217e-06
0.034003400340034004,1.0,0.03371597376127883,0.00028103647962398557,3.181625386383269e-06
0.035003500350035,1.0,0.03469896830470706,0.00029756668110952065,3.467596650010547e-06
0.036003600360036005,1.0,0.0356814714245188,0.0003145550881024506,3.7700287850312183e-06
0.037003700370037,1.0,0.0366634833663919,0.00033200055596422994,4.089362960749212e-06
0.038003800380038005,1.0,0.037645004375882044,0.00034990194282140613,4.426038814101229e-06
0.039003900390039,1.0,0.03862603469842264,0.0003682581095656182,4.78049444965673e-06
0.040004000400040006,1.0,0.03960657457932492,0.00038706791985359775,5.1531664396179495e-06
0.041004100410041,1.0,0.04058662426377785,0.00040633024010716814,5.544489823819881e-06
0.04200420042004201,1.0,0.04156618399684818,0.0004260439395132459,5.9548981097303e-06
0.043004300430043,1.0,0.042545254023480424,0.0004462078900238383,6.384823272449724e-06
0.04400440044004401,1.0,0.04352383458849695,0.00046682096635604646,6.834695754711462e-06
0.045004500450045004,1.0,0.04450192593659777,0.0004878820459920622,7.30494446688157e-06
0.04600460046004601,1.0,0.04547952831236077,0.0005093900091791704,7.795996786958886e-06
0.047004700470047005,1.0,0.04645664196024159,0.0005313437389297482,8.30827856057501e-06
0.048004800480048,1.0,0.04743326712457359,0.0005537421210212645,8.842214100994298e-06
0.049004900490049005,1.0,0.04840940404956799,0.0005765840439962812,9.398226189113894e-06
0.05000500050005,1.0,0.049385052979313726,0.0005998683991624509,9.976736073463682e-06
0.051005100510051006,1.0,0.050360214157777534,0.0006235940805925197,1.057816347020634e-05
0.052005200520052,1.0,0.05133488782880391,0.0006477599851243258,1.120292656313729e-05
0.05300530053005301,1.0,0.05230907423611513,0.0006723650123607991,1.1851442003684742e-05
0.054005400540054004,1.0,0.05328277362331125,0.0006974080646699619,1.2524124910909645e-05
0.05500550055005501,1.0,0.0542559862338701,0.000722888047184929,1.322138887150575e-05
0.056005600560056004,1.0,0.05522871231114727,0.000748803867803907,1.3943645939799538e-05
0.05700570057005701,1.0,0.05620095209837615,0.000775154437190195,1.4691306637750296e-05
0.058005800580058005,1.0,0.05717270583866787,0.000801938668772184,1.5464779954950028e-05
0.05900590059005901,1.0,0.05814397377501138,0.0008291554787433575,1.626447334862355e-05
0.060006000600060005,1.0,0.05911475615027337,0.0008568037860622909,1.709079274362842e-05
0.06100610061006101,1.0,0.0600850532071983,0.0008848825124526522,1.7944142532454985e-05
0.062006200620062006,1.0,0.06105486518840844,0.0009133905824032012,1.8824925575226324e-05
0.063006300630063,1.0,0.0620241923364038,0.0009423269231677903,1.973354319969831e-05
0.064006400640064,1.0,0.0629930348935622,0.0009716904647653643,2.067039520125959e-05
0.06500650065006501,1.0,0.06396139310213919,0.0010014801399799592,2.1635879842931546e-05
0.066006600660066,1.0,0.06492926720426812,0.0010316948843607033,2.2630393855368334e-05
0.067006700670067,1.0,0.06589665744196013,0.001062333636221819,2.365433243685692e-05
0.06800680068006801,1.0,0.06687774225053286,0.001093426511313775,2.4707883411820142e-05
0.06900690069006901,1.0,0.06790326482057979,0.0011250455322707378,2.579104699124921e-05
0.07000700070007,1.0,0.06896538264102749,0.0011571822782814646,2.690442448238509e-05
0.071007100710071,1.0,0.07005486466785577,0.0011898240368654388,2.8048621611908858e-05
0.07200720072007201,1.0,0.07116294590151309,0.001222957752198938,2.9224220305171512e-05
0.07300730073007301,1.0,0.07228132738691678,0.001256570025115035,3.043177868619401e-05
0.074007400740074,1.0,0.07340217621345287,0.0012906471131035988,3.167183107766725e-05
0.075007500750075,1.0,0.07451812551497622,0.0013251749303112934,3.294488800095213e-05
0.07600760076007601,1.0,0.07562227446981044,0.0013601390475415779,3.425143617607947e-05
0.07700770077007701,1.0,0.07670818830074791,0.0013955246922547062,3.559193852175003e-05
0.078007800780078,1.0,0.07776989827504976,0.0014313167485677275,3.696683415533454e-05
0.07900790079007901,1.0,0.07880190170444595,0.0014674997572544878,3.837653839287372e-05
0.08000800080008001,1.0,0.07979916194513519,0.0015040579157456267,3.982144274907819e-05
0.081008100810081,1.0,0.0807571083977849,0.0015409750781285787,4.1301914937328526e-05
0.082008200820082,1.0,0.08167163650753137,0.001578234755147576,4.2818298869675314e-05
0.08300830083008301,1.0,0.08253910776397962,0.0016158201142036435,4.437091465683905e-05
0.08400840084008401,1.0,0.08335634970120342,0.0016537139793546024,4.596005860821019e-05
0.085008500850085,1.0,0.08412065589774534,0.001691898831315069,4.758600323184913e-05
0.086008600860086,1.0,0.08482978597661675,0.0017303568074564556,4.924899723448627e-05
0.08700870087008701,1.0,0.08548196560529772,0.0017690697018069685,5.094926552152193e-05
0.08800880088008801,1.0,0.08607588649573716,0.0018080189650516105,5.2687009197026366e-05
0.089008900890089,1.0,0.08661070640435271,0.001847185704532178,5.446240556373981e-05
0.09000900090009001,1.0,0.08708604913203082,0.0018865506842472648,5.627560812307247e-05
0.09100910091009101,1.0,0.08750200452412667,0.0019260943248522585,5.812674657510448e-05
0.09200920092009202,1.0,0.08785912847046423,0.0019657967036593423,6.0015926818585936e-05
0.093009300930093,1.0,0.0881584429053363,0.0020056375546374946,6.194323095093687e-05
0.09400940094009401,1.0,0.08840143580750434,0.0020455962684124895,6.39087172682473e-05
0.09500950095009501,1.0,0.08859006120019867,0.002085651892266896,6.591242026527721e-05
0.096009600960096,1.0,0.08872673915111837,0.0021257831301400767,6.795435063545645e-05
0.09700970097009701,1.0,0.08881435577243127,0.002165968342628194,7.003449527088496e-05
0.09800980098009801,1.0,0.08885626322077399,0.0022061855469842013,7.215281726233254e-05
0.09900990099009901,1.0,0.08885627969725188,0.0022464124171178482,7.430925589923896e-05
0.1000100010001,0.0,0.08881868944743915,0.00228662628359568,7.65037266697139e-05
0.10101010101010101,0.0,0.08874824276137869,0.0023268041336410384,7.873612126053715e-05
0.10201020102010201,0.0,0.08865015597358222,0.0023669226111340588,8.100630755715827e-05
0.10301030103010302,0.0,0.08853011146303023,0.0024069580166116724,8.331412964369691e-05
0.104010401040104,0.0,0.08839425765317196,0.0024468863072676043,8.565940780294254e-05
0.10501050105010501,0.0,0.08824920901192543,0.0024866830969523775,8.804193851635477e-05
0.10601060106010601,0.0,0.08810204605167746,0.002526323656173309,9.046149446406296e-05
0.10701070107010702,0.0,0.08796031532928358,0.0025657829120945097,9.29178245248666e-05
0.10801080108010801,0.0,0.08783202944606816,0.002605035448536888,9.541065377623498e-05
0.10901090109010901,0.0,0.08772566704782431,0.0026440555059781467,9.793968349430751e-05
0.11001100110011001,0.0,0.08765017282481388,0.002682816981552783,0.00010050459115389343
0.11101110111011102,0.0,0.08760426401080068,0.0027213411479139063,0.0001031051656196664
0.11201120112011201,0.0,0.0875604684490391,0.0027597594775325635,0.0001057415660644135
0.11301130113011301,0.0,0.08751669478177188,0.002798081820070385,0.00010841368539690551
0.11401140114011402,0.0,0.08747294299805394,0.0028363084135727555,0.00011112139227472882
0.115011501150115,0.0,0.08742921308694561,0.0028744394955065016,0.00011386455570374372
0.11601160116011601,0.0,0.08738550503751262,0.0029124753027598904,0.00011664304503808451
0.11701170117011701,0.0,0.08734181883882611,0.0029504160716426284,0.00011945672998015938
0.11801180118011802,0.0,0.08729815447996266,0.002988262037885862,0.00012230548058065046
0.11901190119011901,0.0,0.08725451195000423,0.003026013436642179,0.00012518916723851375
0.12001200120012001,0.0,0.08721089123803824,0.003063670502485606,0.00012810766070097936
0.12101210121012101,0.0,0.08716729233315748,0.0031012334694116117,0.00013106083206355118
0.12201220122012202,0.0,0.08712371522446018,0.003138702570837103,0.00013404855277000707
0.12301230123012301,0.0,0.08708015990104996,0.0031760780396004264,0.00013707069461239878
0.12401240124012401,0.0,0.08703662635203588,0.0032133601079613722,0.00014012712973105216
0.125012501250125,0.0,0.0869931145665324,0.003250549007601167,0.00014321773061456674
0.126012601260126,0.0,0.0869496245336594,0.0032876449696224806,0.0001463423700998163
0.127012701270127,0.0,0.08690615624254215,0.00332464822454942,0.00014950092137194825
0.128012801280128,0.0,0.0868627096823114,0.003361559002327536,0.00015269325796438412
0.12901290129012902,0.0,0.08681928484210323,0.0033983775323238154,0.0001559192537588193
0.13001300130013002,0.0,0.08677588171105918,0.003435104043326688,0.00015917878298522313
0.13101310131013102,0.0,0.08673250027832621,0.0034717387635460244,0.0001624717202218389
